dorsal abaxial
multi-coloured motley
painted motley
particolored motley
particoloured motley
piebald motley
pied motley
varicolored motley
varicoloured motley
neutral-coloured neutral-colored
olive-coloured olive-colored
orange-coloured orange-colored
orange-hued orange-colored
pale-hued pale-colored
polychrome polychromatic
polychromic polychromatic
rosy-colored rose-colored
straw-coloured straw-colored
tawny-coloured tawny-colored
trichrome trichromatic
tricolor trichromatic
violet-coloured violet-colored
violet-flowered violet-colored
uncoloured uncolored
achromous achromic
colourful colorful
brilliant bright
vivid bright
chatoyant changeable
iridescent changeable
shot changeable
rich deep
colourless colorless
blanched ashen
bloodless ashen
livid ashen
white ashen
faded bleached
washed-out bleached
washy bleached
sober drab
somber drab
sombre drab
greyed dulled
etiolated etiolate
blanched etiolate
pallid pale
wan pale
pastelike pasty
waxlike waxen
waxy waxen
whitened white
colourful colorful
braw brave
gay brave
gaudy flashy
jazzy flashy
showy flashy
sporty flashy
colourless colorless
pallid pale
light-colored light
ultramontane cisalpine
transmontane tramontane
ultramontane transalpine
christly christlike
nonchristian christless
unchristlike unchristianly
civilised civilized
noncivilised noncivilized
barbaric barbarian
savage barbarian
uncivilized barbarian
uncivilised barbarian
wild barbarian
nonliterate preliterate
classic classical
classic classical
Greco-Roman classical
Graeco-Roman classical
Hellenic classical
neoclassical neoclassic
pop popular
categorised categorized
sorted grouped
uncategorised uncategorized
unsorted uncategorized
unrestricted nonsensitive
raw crude
unused fresh
speckless immaculate
spick-and-span immaculate
spic-and-span immaculate
spic immaculate
spick immaculate
spotless immaculate
unspotted unsoiled
unstained unsoiled
water-washed washed
soiled dirty
unclean dirty
draggled bedraggled
fouled befouled
dingy begrimed
grimy begrimed
grubby begrimed
grungy begrimed
raunchy begrimed
smutty black
foul filthy
nasty filthy
squalid flyblown
sordid flyblown
oily greasy
muddy mucky
snot-nosed snotty
travel-stained travel-soiled
unobjectionable clean
off-color bawdy
ribald bawdy
blue blasphemous
profane blasphemous
filthy cruddy
foul cruddy
nasty cruddy
smutty cruddy
foul-spoken foul-mouthed
obscene lewd
raunchy lewd
salacious lewd
uncontaminating clean
contaminating dirty
cosher kosher
impure unclean
tref nonkosher
terefah nonkosher
unsubtle broad
distinct clear-cut
trenchant clear-cut
lucid limpid
luculent limpid
pellucid limpid
crystal_clear limpid
perspicuous limpid
clouded blurred
perplexing confusing
puzzling confusing
vague obscure
crystal_clear crystalline
limpid crystalline
lucid crystalline
pellucid crystalline
transparent crystalline
hyaloid hyaline
limpid liquid
semitransparent translucent
muddy cloudy
mirky cloudy
murky cloudy
turbid cloudy
foggy fogged
light-tight lightproof
milklike milky
whitish milky
radio-opaque radiopaque
clear-thinking clearheaded
addlepated addlebrained
puddingheaded addlebrained
muddleheaded addlebrained
befuddled addled
muddled addled
muzzy addled
woolly addled
wooly addled
woolly-headed addled
wooly-minded addled
befuddled befogged
stunned dazed
stupefied dazed
stupid dazed
silly punch-drunk
slaphappy punch-drunk
mild balmy
soft balmy
sharp astute
shrewd astute
cagy cagey
canny cagey
clever cagey
street_smart streetwise
with-it streetwise
dopy anserine
dopey anserine
foolish anserine
goosey anserine
goosy anserine
gooselike anserine
jerky anserine
boneheaded blockheaded
duncical blockheaded
duncish blockheaded
fatheaded blockheaded
loggerheaded blockheaded
thick blockheaded
thickheaded blockheaded
thick-skulled blockheaded
wooden-headed blockheaded
doltish cloddish
dim dense
dull dense
dumb dense
obtuse dense
slow dense
gormless gaumless
lumpen lumpish
unthinking lumpish
senseless nitwitted
soft-witted nitwitted
witless nitwitted
dextrorotatory dextrorotary
right-handed dextrorotary
anticlockwise counterclockwise
contraclockwise counterclockwise
levorotatory levorotary
left-handed levorotary
remote distant
remote distant
removed distant
far-off faraway
farthest farthermost
furthermost farthermost
furthest farthermost
utmost farthermost
uttermost farthermost
farther further
out-of-the-way off_the_beaten_track
close near
nigh near
yon yonder
next adjacent
side_by_side adjacent
adpressed appressed
close_together approximate
close_at_hand at_hand
imminent at_hand
impendent at_hand
impending at_hand
close_at_hand at_hand
close_set close-set
immediate contiguous
surrounding encompassing
circumferent encompassing
snuggled nestled
walking walk-to
remote distant
near approximate
buddy-buddy chummy
thick chummy
closely_knit close-knit
good dear
near dear
intimate familiar
clad clothed
attired appareled
dressed appareled
garbed appareled
garmented appareled
habilimented appareled
robed appareled
panoplied arrayed
pantalooned breeched
trousered breeched
dressed-up dressed
dressed_to_the_nines dressed
dressed_to_kill dressed
dolled_up dressed
spruced_up dressed
spiffed_up dressed
togged_up dressed
lobster-backed red-coated
au_naturel bare
naked bare
nude bare
bare-ass bare-assed
in_the_altogether bare-assed
in_the_buff bare-assed
in_the_raw bare-assed
raw bare-assed
peeled bare-assed
naked_as_a_jaybird bare-assed
stark_naked bare-assed
braless bare-breasted
topless bare-breasted
bared bareheaded
garmentless clothesless
raimentless clothesless
in_dishabille en_deshabille
uncovered exposed
scantily_clad half-clothed
underclothed half-clothed
naked_as_the_day_one_was_born mother-naked
naked_as_the_day_you_were_born mother-naked
in_one's_birthday_suit mother-naked
in_your_birthday_suit mother-naked
unattired unappareled
unclad unappareled
undressed unappareled
ungarbed unappareled
ungarmented unappareled
barebacked bareback
unclouded cloudless
foggy brumous
hazy brumous
misty brumous
clouded cloud-covered
overcast cloud-covered
sunless cloud-covered
nebular cloudlike
leaden dull
lowering heavy
sullen heavy
threatening heavy
miasmic miasmal
vaporous miasmal
vapourous miasmal
midland interior
upcountry interior
onshore inshore
seaward inshore
shoreward inshore
seaward offshore
consistent coherent
logical coherent
ordered coherent
disconnected confused
disjointed confused
disordered confused
garbled confused
illogical confused
scattered confused
unconnected confused
collapsable collapsible
foldaway foldable
folding foldable
noncollapsable noncollapsible
nontelescoping nontelescopic
agglomerated agglomerate
agglomerative agglomerate
clustered agglomerate
aggregated aggregate
aggregative aggregate
mass aggregate
collectivised collectivized
allocatable allocable
apportionable allocable
diffusive diffusing
dispersive diffusing
disseminative diffusing
permeating permeant
permeative permeant
pervasive permeant
publicised publicized
published promulgated
quenched quelled
squelched quelled
combinatory combinative
combinational combinable
combinatory combinable
ignitable burnable
ignitible burnable
comburant comburent
combustive comburent
inflammable flammable
incombustible noncombustible
fire-resistant fire-retardant
fire-resisting fire-retardant
fire-resistive fire-retardant
flame-retardant flameproof
lit lighted
afire ablaze
aflame ablaze
aflare ablaze
alight ablaze
on_fire ablaze
enkindled ignited
kindled ignited
unlit unlighted
convenient commodious
spacious roomy
comfy comfortable
cosy cozy
snug cozy
homely homelike
homey homelike
homy homelike
tough bad
painful irritating
wretched miserable
ill_at_ease awkward
uneasy awkward
coterminous coextensive
conterminous coextensive
relative proportional
disproportional disproportionate
commercialised commercialized
mercenary mercantile
moneymaking mercantile
non-profit-making nonprofit
uncommercialised uncommercialized
ordinary average
popular democratic
exceptional especial
particular especial
special especial
red-carpet red_carpet
customary accustomed
habitual accustomed
wonted accustomed
inveterate chronic
lipotropic lipophilic
single individual
individualistic individualist
man-to-man one-on-one
several respective
various respective
communicatory communicative
anecdotal anecdotic
anecdotical anecdotic
leaky blabbermouthed
talebearing blabbermouthed
tattling blabbermouthed
gossipy chatty
newsy chatty
talkative expansive
nonverbal gestural
sign gestural
signed gestural
sign-language gestural
vocal outspoken
incommunicative uncommunicative
vacuous blank
closelipped close
closemouthed close
secretive close
tightlipped close
expressionless deadpan
impassive deadpan
poker-faced deadpan
unexpressive deadpan
silent mum
unutterable unpronounceable
cloggy clayey
heavy clayey
wedged impacted
unfirm shifting
uncomparable incomparable
nonpareil matchless
one matchless
one_and_only matchless
peerless matchless
unmatched matchless
unmatchable matchless
unrivaled matchless
unrivalled matchless
unique alone
unequaled alone
unequalled alone
unparalleled alone
stonyhearted hardhearted
unfeeling hardhearted
mutually_exclusive contradictory
mixable miscible
non-miscible immiscible
unmixable immiscible
capable able
efficient effective
inept feckless
inefficient ineffective
unqualified incompetent
competitory competitive
agonistical agonistic
combative agonistic
rivalrous emulous
cooperative accommodative
complaintive complaining
querulous fretful
whiney fretful
whiny fretful
full entire
total entire
entire integral
intact integral
fragmentary fragmental
wrapped_up bound_up
sworn pledged
downright absolute
out-and-out absolute
rank absolute
right-down absolute
sheer absolute
completed accomplished
realized accomplished
realised accomplished
all-or-nothing all-or-none
full-scale all-out
utter dead
thorough exhaustive
thoroughgoing exhaustive
full-clad fleshed_out
total full
uncomplete incomplete
unelaborated sketchy
all-embracing across-the-board
all-encompassing across-the-board
all-inclusive across-the-board
blanket across-the-board
broad across-the-board
encompassing across-the-board
extensive across-the-board
panoptic across-the-board
wide across-the-board
all-round all-around
well-rounded all-around
nationwide countrywide
ecumenical cosmopolitan
oecumenical cosmopolitan
general cosmopolitan
universal cosmopolitan
worldwide cosmopolitan
world-wide cosmopolitan
house-to-house door-to-door
encyclopaedic encyclopedic
spaciotemporal spatiotemporal
incomprehensive noncomprehensive
unagitated calm
serene calm
tranquil calm
unflappable imperturbable
equanimous collected
poised collected
self-collected collected
self-contained collected
self-possessed collected
coolheaded cool
nerveless cool
unflustered unflurried
unperturbed unflurried
unruffled unflurried
chagrined abashed
embarrassed abashed
blushing blushful
red-faced blushful
daunted bothered
fazed bothered
disconcerted discombobulated
hot_and_bothered flustered
perturbed flustered
rattled flustered
comprehendible comprehensible
approachable accessible
intelligible apprehensible
graspable apprehensible
perceivable apprehensible
understandable apprehensible
uncomprehensible incomprehensible
obscure dark
enigmatical enigmatic
puzzling enigmatic
missed lost
unintelligible opaque
cotyloid acetabular
cotyloidal acetabular
concavo-concave biconcave
pouch-shaped bursiform
pouchlike bursiform
saclike bursiform
cupulate cupular
dish-shaped dished
patelliform dished
bulging convex
convexo-convex biconvex
lenticular biconvex
lentiform biconvex
hogged broken-backed
gibbose gibbous
umbel-like umbellate
undivided single
exclusive single
dealt_out apportioned
doled_out apportioned
meted_out apportioned
parceled_out apportioned
spread dispersed
divided_up divided
shared divided
shared_out divided
spread-out fanned
widespread far-flung
spaced separated
thin sparse
unfocussed unfocused
concentrical concentric
homocentric concentric
coaxal coaxial
nonconcentric eccentric
off-centered off-center
obsessed haunted
preoccupied haunted
taken_up haunted
insouciant casual
nonchalant casual
detached degage
uninvolved degage
apothegmatic aphoristic
epigrammatic aphoristic
compact compendious
succinct compendious
summary compendious
curt crisp
laconic crisp
terse crisp
elliptical elliptic
sententious pithy
tedious long-winded
verbose long-winded
windy long-winded
wordy long-winded
